Subject,Predicate,Object
Peacock,HAS_GENRE,Mystery
Mystery,GENRE_OF,Peacock
Peacock,HAS_GENRE,Thriller
Thriller,GENRE_OF,Peacock
Peacock,HAS_GENRE,Drama
Drama,GENRE_OF,Peacock
Peacock,HAS_CAST,Susan Sarandon
Susan Sarandon,CAST_IN,Peacock
Star Wars,HAS_GENRE,Adventure
Adventure,GENRE_OF,Star Wars
Star Wars,HAS_GENRE,Action
Action,GENRE_OF,Star Wars
Star Wars,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Star Wars
Star Wars,HAS_CAST,Mark Hamill
Mark Hamill,CAST_IN,Star Wars
Star Wars,HAS_CAST,Harrison Ford
Harrison Ford,CAST_IN,Star Wars
Star Wars,HAS_CAST,Carrie Fisher
Carrie Fisher,CAST_IN,Star Wars
Star Wars,HAS_DIRECTOR,George Lucas
George Lucas,DIRECTED,Star Wars
Star Wars,HAS_WRITER,George Lucas
George Lucas,WROTE,Star Wars
Mad Max 2,HAS_GENRE,Adventure
Adventure,GENRE_OF,Mad Max 2
Mad Max 2,HAS_GENRE,Action
Action,GENRE_OF,Mad Max 2
Mad Max 2,HAS_GENRE,Thriller
Thriller,GENRE_OF,Mad Max 2
Mad Max 2,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Mad Max 2
Mad Max 2,HAS_CAST,Mel Gibson
Mel Gibson,CAST_IN,Mad Max 2
American History X,HAS_GENRE,Drama
Drama,GENRE_OF,American History X
American History X,HAS_CAST,Edward Norton
Edward Norton,CAST_IN,American History X
Romancing the Stone,HAS_GENRE,Romance
Romance,GENRE_OF,Romancing the Stone
Romancing the Stone,HAS_GENRE,Comedy
Comedy,GENRE_OF,Romancing the Stone
Romancing the Stone,HAS_GENRE,Action
Action,GENRE_OF,Romancing the Stone
Romancing the Stone,HAS_GENRE,Adventure
Adventure,GENRE_OF,Romancing the Stone
Romancing the Stone,HAS_CAST,Michael Douglas
Michael Douglas,CAST_IN,Romancing the Stone
Romancing the Stone,HAS_CAST,Kathleen Turner
Kathleen Turner,CAST_IN,Romancing the Stone
Romancing the Stone,HAS_CAST,Danny DeVito
Danny DeVito,CAST_IN,Romancing the Stone
And So It Goes,HAS_GENRE,Comedy
Comedy,GENRE_OF,And So It Goes
And So It Goes,HAS_GENRE,Drama
Drama,GENRE_OF,And So It Goes
And So It Goes,HAS_GENRE,Romance
Romance,GENRE_OF,And So It Goes
And So It Goes,HAS_CAST,Michael Douglas
Michael Douglas,CAST_IN,And So It Goes
And So It Goes,HAS_CAST,Diane Keaton
Diane Keaton,CAST_IN,And So It Goes
Black Mass,HAS_GENRE,Drama
Drama,GENRE_OF,Black Mass
Black Mass,HAS_GENRE,Crime
Crime,GENRE_OF,Black Mass
Black Mass,HAS_GENRE,History
History,GENRE_OF,Black Mass
Black Mass,HAS_CAST,Johnny Depp
Johnny Depp,CAST_IN,Black Mass
Black Mass,HAS_CAST,Kevin Bacon
Kevin Bacon,CAST_IN,Black Mass
Black Mass,HAS_DIRECTOR,Scott Cooper
Scott Cooper,DIRECTED,Black Mass
Midnight,HAS_GENRE,Comedy
Comedy,GENRE_OF,Midnight
Midnight,HAS_GENRE,Romance
Romance,GENRE_OF,Midnight
Midnight,HAS_CAST,Claudette Colbert
Claudette Colbert,CAST_IN,Midnight
Midnight,HAS_CAST,Don Ameche
Don Ameche,CAST_IN,Midnight
The House,HAS_GENRE,Comedy
Comedy,GENRE_OF,The House
The House,HAS_CAST,Amy Poehler
Amy Poehler,CAST_IN,The House
The House,HAS_CAST,Will Ferrell
Will Ferrell,CAST_IN,The House
Next of Kin,HAS_GENRE,Horror
Horror,GENRE_OF,Next of Kin
Next of Kin,HAS_GENRE,Mystery
Mystery,GENRE_OF,Next of Kin
It Happened at the World's Fair,HAS_GENRE,Comedy
Comedy,GENRE_OF,It Happened at the World's Fair
It Happened at the World's Fair,HAS_GENRE,Music
Music,GENRE_OF,It Happened at the World's Fair
It Happened at the World's Fair,HAS_GENRE,Romance
Romance,GENRE_OF,It Happened at the World's Fair
Airport,HAS_GENRE,Action
Action,GENRE_OF,Airport
Airport,HAS_GENRE,Drama
Drama,GENRE_OF,Airport
Airport,HAS_GENRE,Thriller
Thriller,GENRE_OF,Airport
The House Bunny,HAS_GENRE,Romance
Romance,GENRE_OF,The House Bunny
The House Bunny,HAS_GENRE,Comedy
Comedy,GENRE_OF,The House Bunny
The House Bunny,HAS_CAST,Emma Stone
Emma Stone,CAST_IN,The House Bunny
Snatch,HAS_GENRE,Crime
Crime,GENRE_OF,Snatch
Snatch,HAS_GENRE,Comedy
Comedy,GENRE_OF,Snatch
Snatch,HAS_CAST,Jason Statham
Jason Statham,CAST_IN,Snatch
Snatch,HAS_CAST,Brad Pitt
Brad Pitt,CAST_IN,Snatch
Snatch,HAS_DIRECTOR,Guy Ritchie
Guy Ritchie,DIRECTED,Snatch
Snatch,HAS_WRITER,Guy Ritchie
Guy Ritchie,WROTE,Snatch
Waiting for Armageddon,HAS_GENRE,Documentary
Documentary,GENRE_OF,Waiting for Armageddon
Grosse Pointe Blank,HAS_GENRE,Action
Action,GENRE_OF,Grosse Pointe Blank
Grosse Pointe Blank,HAS_GENRE,Comedy
Comedy,GENRE_OF,Grosse Pointe Blank
Grosse Pointe Blank,HAS_GENRE,Thriller
Thriller,GENRE_OF,Grosse Pointe Blank
Grosse Pointe Blank,HAS_GENRE,Romance
Romance,GENRE_OF,Grosse Pointe Blank
Grosse Pointe Blank,HAS_CAST,John Cusack
John Cusack,CAST_IN,Grosse Pointe Blank
Grosse Pointe Blank,HAS_CAST,Minnie Driver
Minnie Driver,CAST_IN,Grosse Pointe Blank
Grosse Pointe Blank,HAS_CAST,Alan Arkin
Alan Arkin,CAST_IN,Grosse Pointe Blank
Green Is Gold,HAS_GENRE,Drama
Drama,GENRE_OF,Green Is Gold
Green Is Gold,HAS_GENRE,Crime
Crime,GENRE_OF,Green Is Gold
The Hottie and the Nottie,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Hottie and the Nottie
The Hottie and the Nottie,HAS_GENRE,Romance
Romance,GENRE_OF,The Hottie and the Nottie
The Hottie and the Nottie,HAS_CAST,Paris Hilton
Paris Hilton,CAST_IN,The Hottie and the Nottie
Don't Be Afraid of the Dark,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Don't Be Afraid of the Dark
Don't Be Afraid of the Dark,HAS_GENRE,Horror
Horror,GENRE_OF,Don't Be Afraid of the Dark
Don't Be Afraid of the Dark,HAS_GENRE,Thriller
Thriller,GENRE_OF,Don't Be Afraid of the Dark
Don't Be Afraid of the Dark,HAS_CAST,Katie Holmes
Katie Holmes,CAST_IN,Don't Be Afraid of the Dark
Don't Be Afraid of the Dark,HAS_CAST,Guy Pearce
Guy Pearce,CAST_IN,Don't Be Afraid of the Dark
Ouija,HAS_GENRE,Horror
Horror,GENRE_OF,Ouija
Ouija,HAS_CAST,Olivia Cooke
Olivia Cooke,CAST_IN,Ouija
The Land That Time Forgot,HAS_GENRE,misc
misc,GENRE_OF,The Land That Time Forgot
The Matrix Revolutions,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Matrix Revolutions
The Matrix Revolutions,HAS_GENRE,Action
Action,GENRE_OF,The Matrix Revolutions
The Matrix Revolutions,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Matrix Revolutions
The Matrix Revolutions,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,The Matrix Revolutions
The Matrix Revolutions,HAS_CAST,Keanu Reeves
Keanu Reeves,CAST_IN,The Matrix Revolutions
The Matrix Revolutions,HAS_CAST,Laurence Fishburne
Laurence Fishburne,CAST_IN,The Matrix Revolutions
The Matrix Revolutions,HAS_CAST,Hugo Weaving
Hugo Weaving,CAST_IN,The Matrix Revolutions
The Matrix Revolutions,HAS_CAST,Jada Pinkett Smith
Jada Pinkett Smith,CAST_IN,The Matrix Revolutions
Dirty Love,HAS_GENRE,Comedy
Comedy,GENRE_OF,Dirty Love
Dirty Love,HAS_GENRE,Romance
Romance,GENRE_OF,Dirty Love
The Wild Geese,HAS_GENRE,Action
Action,GENRE_OF,The Wild Geese
Faces of Death,HAS_GENRE,Horror
Horror,GENRE_OF,Faces of Death
Wimbledon,HAS_GENRE,Comedy
Comedy,GENRE_OF,Wimbledon
Wimbledon,HAS_GENRE,Romance
Romance,GENRE_OF,Wimbledon
Wimbledon,HAS_CAST,Paul Bettany
Paul Bettany,CAST_IN,Wimbledon
Wimbledon,HAS_CAST,Sam Neill
Sam Neill,CAST_IN,Wimbledon
Wimbledon,HAS_CAST,Jon Favreau
Jon Favreau,CAST_IN,Wimbledon
Tinker Bell,HAS_GENRE,Animation
Animation,GENRE_OF,Tinker Bell
Tinker Bell,HAS_GENRE,Family
Family,GENRE_OF,Tinker Bell
Tinker Bell,HAS_GENRE,Adventure
Adventure,GENRE_OF,Tinker Bell
Tinker Bell,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Tinker Bell
Tinker Bell,HAS_CAST,Mae Whitman
Mae Whitman,CAST_IN,Tinker Bell
The Way We Were,HAS_GENRE,Drama
Drama,GENRE_OF,The Way We Were
The Way We Were,HAS_GENRE,Romance
Romance,GENRE_OF,The Way We Were
The Way We Were,HAS_CAST,Barbra Streisand
Barbra Streisand,CAST_IN,The Way We Were
The Way We Were,HAS_CAST,Robert Redford
Robert Redford,CAST_IN,The Way We Were
Ondine,HAS_GENRE,Drama
Drama,GENRE_OF,Ondine
Ondine,HAS_GENRE,Romance
Romance,GENRE_OF,Ondine
Ondine,HAS_CAST,Colin Farrell
Colin Farrell,CAST_IN,Ondine
The Ugly Dachshund,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Ugly Dachshund
The Ugly Dachshund,HAS_GENRE,Drama
Drama,GENRE_OF,The Ugly Dachshund
The Ugly Dachshund,HAS_GENRE,Family
Family,GENRE_OF,The Ugly Dachshund
Strange Wilderness,HAS_GENRE,Comedy
Comedy,GENRE_OF,Strange Wilderness
Strange Wilderness,HAS_CAST,Steve Zahn
Steve Zahn,CAST_IN,Strange Wilderness
Strange Wilderness,HAS_CAST,Jonah Hill
Jonah Hill,CAST_IN,Strange Wilderness
The Witches of Eastwick,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Witches of Eastwick
The Witches of Eastwick,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,The Witches of Eastwick
The Witches of Eastwick,HAS_CAST,Jack Nicholson
Jack Nicholson,CAST_IN,The Witches of Eastwick
The Witches of Eastwick,HAS_CAST,Susan Sarandon
Susan Sarandon,CAST_IN,The Witches of Eastwick
Very Bad Things,HAS_GENRE,Comedy
Comedy,GENRE_OF,Very Bad Things
Very Bad Things,HAS_GENRE,Crime
Crime,GENRE_OF,Very Bad Things
Very Bad Things,HAS_GENRE,Thriller
Thriller,GENRE_OF,Very Bad Things
Very Bad Things,HAS_CAST,Christian Slater
Christian Slater,CAST_IN,Very Bad Things
Very Bad Things,HAS_CAST,Cameron Diaz
Cameron Diaz,CAST_IN,Very Bad Things
Very Bad Things,HAS_CAST,Jon Favreau
Jon Favreau,CAST_IN,Very Bad Things
Very Bad Things,HAS_CAST,Jeremy Piven
Jeremy Piven,CAST_IN,Very Bad Things
The Divide,HAS_GENRE,Documentary
Documentary,GENRE_OF,The Divide
Ghost,HAS_GENRE,Action
Action,GENRE_OF,Ghost
Ghost,HAS_GENRE,Animation
Animation,GENRE_OF,Ghost
Ghost,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Ghost
Otis,HAS_GENRE,Comedy
Comedy,GENRE_OF,Otis
Otis,HAS_GENRE,Horror
Horror,GENRE_OF,Otis
"We, the Women",HAS_GENRE,Comedy
Comedy,GENRE_OF,"We, the Women"
"We, the Women",HAS_GENRE,Drama
Drama,GENRE_OF,"We, the Women"
"We, the Women",HAS_CAST,Ingrid Bergman
Ingrid Bergman,CAST_IN,"We, the Women"
A Home of Our Own,HAS_GENRE,Comedy
Comedy,GENRE_OF,A Home of Our Own
A Home of Our Own,HAS_GENRE,Drama
Drama,GENRE_OF,A Home of Our Own
A Home of Our Own,HAS_CAST,Kathy Bates
Kathy Bates,CAST_IN,A Home of Our Own
The Land Before Time,HAS_GENRE,Family
Family,GENRE_OF,The Land Before Time
The Land Before Time,HAS_GENRE,Animation
Animation,GENRE_OF,The Land Before Time
The Land Before Time,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Land Before Time
The Land Before Time,HAS_DIRECTOR,Don Bluth
Don Bluth,DIRECTED,The Land Before Time
Along Came a Spider,HAS_GENRE,Crime
Crime,GENRE_OF,Along Came a Spider
Along Came a Spider,HAS_GENRE,Mystery
Mystery,GENRE_OF,Along Came a Spider
Along Came a Spider,HAS_GENRE,Thriller
Thriller,GENRE_OF,Along Came a Spider
Along Came a Spider,HAS_GENRE,Action
Action,GENRE_OF,Along Came a Spider
Along Came a Spider,HAS_CAST,Morgan Freeman
Morgan Freeman,CAST_IN,Along Came a Spider
Along Came a Spider,HAS_CAST,Monica Potter
Monica Potter,CAST_IN,Along Came a Spider
Mary Shelley's Frankenstein,HAS_GENRE,Drama
Drama,GENRE_OF,Mary Shelley's Frankenstein
Mary Shelley's Frankenstein,HAS_GENRE,Horror
Horror,GENRE_OF,Mary Shelley's Frankenstein
Mary Shelley's Frankenstein,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Mary Shelley's Frankenstein
Mary Shelley's Frankenstein,HAS_GENRE,Romance
Romance,GENRE_OF,Mary Shelley's Frankenstein
Mary Shelley's Frankenstein,HAS_CAST,Robert De Niro
Robert De Niro,CAST_IN,Mary Shelley's Frankenstein
Airplane II: The Sequel,HAS_GENRE,Comedy
Comedy,GENRE_OF,Airplane II: The Sequel
Terminator 2: Judgment Day,HAS_GENRE,Action
Action,GENRE_OF,Terminator 2: Judgment Day
Terminator 2: Judgment Day,HAS_GENRE,Thriller
Thriller,GENRE_OF,Terminator 2: Judgment Day
Terminator 2: Judgment Day,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Terminator 2: Judgment Day
Terminator 2: Judgment Day,HAS_CAST,Arnold Schwarzenegger
Arnold Schwarzenegger,CAST_IN,Terminator 2: Judgment Day
Terminator 2: Judgment Day,HAS_CAST,Linda Hamilton
Linda Hamilton,CAST_IN,Terminator 2: Judgment Day
Terminator 2: Judgment Day,HAS_DIRECTOR,James Cameron
James Cameron,DIRECTED,Terminator 2: Judgment Day
Terminator 2: Judgment Day,HAS_WRITER,James Cameron
James Cameron,WROTE,Terminator 2: Judgment Day
WALL-E,HAS_GENRE,misc
misc,GENRE_OF,WALL-E
Street Kings,HAS_GENRE,Action
Action,GENRE_OF,Street Kings
Street Kings,HAS_GENRE,Crime
Crime,GENRE_OF,Street Kings
Street Kings,HAS_GENRE,Drama
Drama,GENRE_OF,Street Kings
Street Kings,HAS_GENRE,Thriller
Thriller,GENRE_OF,Street Kings
Street Kings,HAS_CAST,Keanu Reeves
Keanu Reeves,CAST_IN,Street Kings
Street Kings,HAS_CAST,Forest Whitaker
Forest Whitaker,CAST_IN,Street Kings
Street Kings,HAS_CAST,Chris Evans
Chris Evans,CAST_IN,Street Kings
The Monuments Men,HAS_GENRE,War
War,GENRE_OF,The Monuments Men
The Monuments Men,HAS_GENRE,Drama
Drama,GENRE_OF,The Monuments Men
The Monuments Men,HAS_GENRE,History
History,GENRE_OF,The Monuments Men
The Monuments Men,HAS_GENRE,Action
Action,GENRE_OF,The Monuments Men
The Monuments Men,HAS_CAST,George Clooney
George Clooney,CAST_IN,The Monuments Men
The Monuments Men,HAS_CAST,Matt Damon
Matt Damon,CAST_IN,The Monuments Men
The Monuments Men,HAS_CAST,Bill Murray
Bill Murray,CAST_IN,The Monuments Men
The Monuments Men,HAS_CAST,John Goodman
John Goodman,CAST_IN,The Monuments Men
The Monuments Men,HAS_CAST,Cate Blanchett
Cate Blanchett,CAST_IN,The Monuments Men
The Monuments Men,HAS_DIRECTOR,George Clooney
George Clooney,DIRECTED,The Monuments Men
Snow Day,HAS_GENRE,Comedy
Comedy,GENRE_OF,Snow Day
Snow Day,HAS_GENRE,Family
Family,GENRE_OF,Snow Day
Snow Day,HAS_GENRE,Adventure
Adventure,GENRE_OF,Snow Day
Snow Day,HAS_CAST,Chevy Chase
Chevy Chase,CAST_IN,Snow Day
Freaky Friday,HAS_GENRE,Comedy
Comedy,GENRE_OF,Freaky Friday
Freaky Friday,HAS_GENRE,Family
Family,GENRE_OF,Freaky Friday
Freaky Friday,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Freaky Friday
Freaky Friday,HAS_CAST,Lindsay Lohan
Lindsay Lohan,CAST_IN,Freaky Friday
Freaky Friday,HAS_CAST,Jamie Lee Curtis
Jamie Lee Curtis,CAST_IN,Freaky Friday
Cloverfield,HAS_GENRE,Action
Action,GENRE_OF,Cloverfield
Cloverfield,HAS_GENRE,Thriller
Thriller,GENRE_OF,Cloverfield
Cloverfield,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Cloverfield
Cloverfield,HAS_CAST,Lizzy Caplan
Lizzy Caplan,CAST_IN,Cloverfield
Occult,HAS_GENRE,Horror
Horror,GENRE_OF,Occult
Occult,HAS_GENRE,Mystery
Mystery,GENRE_OF,Occult
Occult,HAS_GENRE,Thriller
Thriller,GENRE_OF,Occult
The First Wives Club,HAS_GENRE,Comedy
Comedy,GENRE_OF,The First Wives Club
The First Wives Club,HAS_CAST,Goldie Hawn
Goldie Hawn,CAST_IN,The First Wives Club
The First Wives Club,HAS_CAST,Bette Midler
Bette Midler,CAST_IN,The First Wives Club
The First Wives Club,HAS_CAST,Diane Keaton
Diane Keaton,CAST_IN,The First Wives Club
Passengers,HAS_GENRE,Drama
Drama,GENRE_OF,Passengers
Passengers,HAS_GENRE,Mystery
Mystery,GENRE_OF,Passengers
Passengers,HAS_GENRE,Thriller
Thriller,GENRE_OF,Passengers
Passengers,HAS_GENRE,Romance
Romance,GENRE_OF,Passengers
Passengers,HAS_CAST,Anne Hathaway
Anne Hathaway,CAST_IN,Passengers
Passengers,HAS_CAST,Patrick Wilson
Patrick Wilson,CAST_IN,Passengers
13 Assassins,HAS_GENRE,Adventure
Adventure,GENRE_OF,13 Assassins
13 Assassins,HAS_GENRE,Drama
Drama,GENRE_OF,13 Assassins
13 Assassins,HAS_GENRE,Action
Action,GENRE_OF,13 Assassins
Tangled Ever After,HAS_GENRE,Animation
Animation,GENRE_OF,Tangled Ever After
Tangled Ever After,HAS_GENRE,Comedy
Comedy,GENRE_OF,Tangled Ever After
Tangled Ever After,HAS_GENRE,Action
Action,GENRE_OF,Tangled Ever After
Tangled Ever After,HAS_GENRE,Family
Family,GENRE_OF,Tangled Ever After
Tangled Ever After,HAS_CAST,Mandy Moore
Mandy Moore,CAST_IN,Tangled Ever After
Tangled Ever After,HAS_DIRECTOR,Byron Howard
Byron Howard,DIRECTED,Tangled Ever After
Tangled Ever After,HAS_WRITER,Byron Howard
Byron Howard,WROTE,Tangled Ever After
Phone Booth,HAS_GENRE,Thriller
Thriller,GENRE_OF,Phone Booth
Phone Booth,HAS_GENRE,Crime
Crime,GENRE_OF,Phone Booth
Phone Booth,HAS_CAST,Colin Farrell
Colin Farrell,CAST_IN,Phone Booth
Phone Booth,HAS_CAST,Kiefer Sutherland
Kiefer Sutherland,CAST_IN,Phone Booth
Phone Booth,HAS_CAST,Forest Whitaker
Forest Whitaker,CAST_IN,Phone Booth
Phone Booth,HAS_CAST,Katie Holmes
Katie Holmes,CAST_IN,Phone Booth
Suburban Mayhem,HAS_GENRE,Drama
Drama,GENRE_OF,Suburban Mayhem
Suburban Mayhem,HAS_GENRE,Thriller
Thriller,GENRE_OF,Suburban Mayhem
Suburban Mayhem,HAS_GENRE,Romance
Romance,GENRE_OF,Suburban Mayhem
Superman II,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Superman II
Superman II,HAS_GENRE,Action
Action,GENRE_OF,Superman II
Superman II,HAS_GENRE,Adventure
Adventure,GENRE_OF,Superman II
Superman II,HAS_CAST,Gene Hackman
Gene Hackman,CAST_IN,Superman II
Superman II,HAS_CAST,Christopher Reeve
Christopher Reeve,CAST_IN,Superman II
Defiance,HAS_GENRE,Action
Action,GENRE_OF,Defiance
Defiance,HAS_GENRE,Drama
Drama,GENRE_OF,Defiance
Defiance,HAS_GENRE,History
History,GENRE_OF,Defiance
Defiance,HAS_GENRE,War
War,GENRE_OF,Defiance
Defiance,HAS_CAST,Daniel Craig
Daniel Craig,CAST_IN,Defiance
The Last Kingdom,HAS_GENRE,Documentary
Documentary,GENRE_OF,The Last Kingdom
The Last Kingdom,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Last Kingdom
Empire,HAS_GENRE,Drama
Drama,GENRE_OF,Empire
Empire,HAS_GENRE,History
History,GENRE_OF,Empire
Empire,HAS_GENRE,War
War,GENRE_OF,Empire
Empire,HAS_CAST,James Mason
James Mason,CAST_IN,Empire
The Three Stooges Go Around the World in a Daze,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Three Stooges Go Around the World in a Daze
One Flew Over the Cuckoo's Nest,HAS_GENRE,Drama
Drama,GENRE_OF,One Flew Over the Cuckoo's Nest
One Flew Over the Cuckoo's Nest,HAS_CAST,Jack Nicholson
Jack Nicholson,CAST_IN,One Flew Over the Cuckoo's Nest
One Flew Over the Cuckoo's Nest,HAS_CAST,Danny DeVito
Danny DeVito,CAST_IN,One Flew Over the Cuckoo's Nest
Annie,HAS_GENRE,Drama
Drama,GENRE_OF,Annie
Barbie Thumbelina,HAS_GENRE,Animation
Animation,GENRE_OF,Barbie Thumbelina
Barbie Thumbelina,HAS_GENRE,Family
Family,GENRE_OF,Barbie Thumbelina
"Yes, Madam",HAS_GENRE,Action
Action,GENRE_OF,"Yes, Madam"
"Yes, Madam",HAS_GENRE,Crime
Crime,GENRE_OF,"Yes, Madam"
"Yes, Madam",HAS_GENRE,Comedy
Comedy,GENRE_OF,"Yes, Madam"
"Yes, Madam",HAS_CAST,Michelle Yeoh
Michelle Yeoh,CAST_IN,"Yes, Madam"
Wonder Woman,HAS_GENRE,Action
Action,GENRE_OF,Wonder Woman
Wonder Woman,HAS_GENRE,Adventure
Adventure,GENRE_OF,Wonder Woman
Wonder Woman,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Wonder Woman
Wonder Woman,HAS_CAST,Gal Gadot
Gal Gadot,CAST_IN,Wonder Woman
Wonder Woman,HAS_CAST,Chris Pine
Chris Pine,CAST_IN,Wonder Woman
Wonder Woman,HAS_CAST,Robin Wright
Robin Wright,CAST_IN,Wonder Woman
Wonder Woman,HAS_CAST,Danny Huston
Danny Huston,CAST_IN,Wonder Woman
The Man in the Iron Mask,HAS_GENRE,Action
Action,GENRE_OF,The Man in the Iron Mask
The Man in the Iron Mask,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Man in the Iron Mask
The Man in the Iron Mask,HAS_GENRE,Animation
Animation,GENRE_OF,The Man in the Iron Mask
Rope,HAS_GENRE,Thriller
Thriller,GENRE_OF,Rope
Rope,HAS_GENRE,Crime
Crime,GENRE_OF,Rope
Rope,HAS_GENRE,Drama
Drama,GENRE_OF,Rope
Rope,HAS_DIRECTOR,Alfred Hitchcock
Alfred Hitchcock,DIRECTED,Rope
Scream 3,HAS_GENRE,Horror
Horror,GENRE_OF,Scream 3
Scream 3,HAS_GENRE,Mystery
Mystery,GENRE_OF,Scream 3
Scream 3,HAS_CAST,Patrick Dempsey
Patrick Dempsey,CAST_IN,Scream 3
Scream 3,HAS_DIRECTOR,Wes Craven
Wes Craven,DIRECTED,Scream 3
Justice League,HAS_GENRE,Action
Action,GENRE_OF,Justice League
Justice League,HAS_GENRE,Adventure
Adventure,GENRE_OF,Justice League
Justice League,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Justice League
Justice League,HAS_CAST,Ben Affleck
Ben Affleck,CAST_IN,Justice League
Justice League,HAS_CAST,Amy Adams
Amy Adams,CAST_IN,Justice League
Justice League,HAS_CAST,Gal Gadot
Gal Gadot,CAST_IN,Justice League
Justice League,HAS_DIRECTOR,Joss Whedon
Joss Whedon,DIRECTED,Justice League
Wes Craven's New Nightmare,HAS_GENRE,Horror
Horror,GENRE_OF,Wes Craven's New Nightmare
Wes Craven's New Nightmare,HAS_GENRE,Mystery
Mystery,GENRE_OF,Wes Craven's New Nightmare
Wes Craven's New Nightmare,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Wes Craven's New Nightmare
Wes Craven's New Nightmare,HAS_CAST,Wes Craven
Wes Craven,CAST_IN,Wes Craven's New Nightmare
Wes Craven's New Nightmare,HAS_DIRECTOR,Wes Craven
Wes Craven,DIRECTED,Wes Craven's New Nightmare
Wes Craven's New Nightmare,HAS_WRITER,Wes Craven
Wes Craven,WROTE,Wes Craven's New Nightmare
Grimm's Snow White,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Grimm's Snow White
Bad Words,HAS_GENRE,Comedy
Comedy,GENRE_OF,Bad Words
Bad Words,HAS_CAST,Jason Bateman
Jason Bateman,CAST_IN,Bad Words
Bad Words,HAS_DIRECTOR,Jason Bateman
Jason Bateman,DIRECTED,Bad Words
All the Money in the World,HAS_GENRE,Crime
Crime,GENRE_OF,All the Money in the World
All the Money in the World,HAS_GENRE,History
History,GENRE_OF,All the Money in the World
All the Money in the World,HAS_GENRE,Thriller
Thriller,GENRE_OF,All the Money in the World
All the Money in the World,HAS_CAST,Michelle Williams
Michelle Williams,CAST_IN,All the Money in the World
All the Money in the World,HAS_CAST,Mark Wahlberg
Mark Wahlberg,CAST_IN,All the Money in the World
All the Money in the World,HAS_DIRECTOR,Ridley Scott
Ridley Scott,DIRECTED,All the Money in the World
Daredevil,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Daredevil
Daredevil,HAS_GENRE,Action
Action,GENRE_OF,Daredevil
Daredevil,HAS_CAST,Ben Affleck
Ben Affleck,CAST_IN,Daredevil
Daredevil,HAS_CAST,Jennifer Garner
Jennifer Garner,CAST_IN,Daredevil
Daredevil,HAS_CAST,Colin Farrell
Colin Farrell,CAST_IN,Daredevil
Daredevil,HAS_CAST,Jon Favreau
Jon Favreau,CAST_IN,Daredevil
Latter Days,HAS_GENRE,Drama
Drama,GENRE_OF,Latter Days
Latter Days,HAS_GENRE,Comedy
Comedy,GENRE_OF,Latter Days
Latter Days,HAS_GENRE,Romance
Romance,GENRE_OF,Latter Days
Latter Days,HAS_CAST,Joseph Gordon-Levitt
Joseph Gordon-Levitt,CAST_IN,Latter Days
Dead End,HAS_GENRE,Action
Action,GENRE_OF,Dead End
Dead End,HAS_GENRE,Animation
Animation,GENRE_OF,Dead End
Dead End,HAS_GENRE,Adventure
Adventure,GENRE_OF,Dead End
Ordinary People,HAS_GENRE,Drama
Drama,GENRE_OF,Ordinary People
Ordinary People,HAS_CAST,Donald Sutherland
Donald Sutherland,CAST_IN,Ordinary People
Ordinary People,HAS_DIRECTOR,Robert Redford
Robert Redford,DIRECTED,Ordinary People
21 Grams,HAS_GENRE,Drama
Drama,GENRE_OF,21 Grams
21 Grams,HAS_GENRE,Crime
Crime,GENRE_OF,21 Grams
21 Grams,HAS_GENRE,Thriller
Thriller,GENRE_OF,21 Grams
21 Grams,HAS_CAST,Sean Penn
Sean Penn,CAST_IN,21 Grams
21 Grams,HAS_CAST,Naomi Watts
Naomi Watts,CAST_IN,21 Grams
21 Grams,HAS_CAST,Danny Huston
Danny Huston,CAST_IN,21 Grams
Stagecoach,HAS_GENRE,Western
Western,GENRE_OF,Stagecoach
Stagecoach,HAS_GENRE,Adventure
Adventure,GENRE_OF,Stagecoach
Stagecoach,HAS_CAST,John Wayne
