SUBJECT,RELATION,OBJECT_PROPERTY,SCORE
MacGruber,HAS_CAST,Kristen Wiig,2
MacGruber,HAS_GENRE,Comedy,2
MacGruber,HAS_GENRE,Action,2
Robots,HAS_CAST,Mel Brooks,2
Robots,HAS_CAST,Halle Berry,2
Robots,HAS_CAST,Robin Williams,2
Robots,HAS_GENRE,Science Fiction,2
Robots,HAS_GENRE,Family,2
Robots,HAS_GENRE,Comedy,2
Robots,HAS_GENRE,Animation,2
Thinner,HAS_GENRE,Horror,2
Thinner,HAS_GENRE,Fantasy,2
Hotel Transylvania 2,HAS_WRITER,Adam Sandler,2
Hotel Transylvania 2,HAS_CAST,Steve Buscemi,2
Hotel Transylvania 2,HAS_CAST,Kevin James,2
Hotel Transylvania 2,HAS_CAST,Selena Gomez,2
Hotel Transylvania 2,HAS_CAST,Andy Samberg,2
Hotel Transylvania 2,HAS_CAST,Adam Sandler,2
Hotel Transylvania 2,HAS_GENRE,Fantasy,2
Hotel Transylvania 2,HAS_GENRE,Family,2
Hotel Transylvania 2,HAS_GENRE,Comedy,2
Hotel Transylvania 2,HAS_GENRE,Animation,2
Hansel & Gretel,HAS_CAST,Gemma Arterton,0
Hansel & Gretel,HAS_CAST,Jeremy Renner,0
Hansel & Gretel,HAS_GENRE,Action,0
Hansel & Gretel,HAS_GENRE,Horror,0
Hansel & Gretel,HAS_GENRE,Fantasy,0
Partha,HAS_GENRE,misc,0
The Breadwinner,HAS_GENRE,Drama,2
The Breadwinner,HAS_GENRE,War,2
The Breadwinner,HAS_GENRE,Animation,2
Gothika,HAS_CAST,Robert Downey Jr.,2
Gothika,HAS_CAST,Halle Berry,2
Gothika,HAS_GENRE,Thriller,2
Gothika,HAS_GENRE,Horror,2
Fantastic Mr. Fox,HAS_WRITER,Wes Anderson,0
Fantastic Mr. Fox,HAS_DIRECTOR,Wes Anderson,2
Fantastic Mr. Fox,HAS_CAST,Willem Dafoe,2
Fantastic Mr. Fox,HAS_CAST,Bill Murray,2
Fantastic Mr. Fox,HAS_CAST,Jason Schwartzman,2
Fantastic Mr. Fox,HAS_CAST,Meryl Streep,2
Fantastic Mr. Fox,HAS_CAST,George Clooney,2
Fantastic Mr. Fox,HAS_GENRE,Family,2
Fantastic Mr. Fox,HAS_GENRE,Comedy,2
Fantastic Mr. Fox,HAS_GENRE,Animation,2
Fantastic Mr. Fox,HAS_GENRE,Adventure,2
Wordplay,HAS_GENRE,Documentary,2
Big Momma's House,HAS_CAST,Martin Lawrence,2
Big Momma's House,HAS_GENRE,Comedy,2
Big Momma's House,HAS_GENRE,Crime,2
Coneheads,HAS_GENRE,Family,2
Coneheads,HAS_GENRE,Science Fiction,2
Coneheads,HAS_GENRE,Comedy,2
I Am Legend,HAS_CAST,Will Smith,2
I Am Legend,HAS_GENRE,Thriller,2
I Am Legend,HAS_GENRE,Science Fiction,2
I Am Legend,HAS_GENRE,Drama,2
The Devil's Advocate,HAS_CAST,Charlize Theron,2
The Devil's Advocate,HAS_CAST,Al Pacino,2
The Devil's Advocate,HAS_CAST,Keanu Reeves,2
The Devil's Advocate,HAS_GENRE,Horror,2
The Devil's Advocate,HAS_GENRE,Thriller,2
The Devil's Advocate,HAS_GENRE,Mystery,2
The Devil's Advocate,HAS_GENRE,Drama,2
The Descendants,HAS_CAST,Shailene Woodley,2
The Descendants,HAS_CAST,George Clooney,2
The Descendants,HAS_GENRE,Drama,2
The Descendants,HAS_GENRE,Comedy,2
50 First Dates,HAS_CAST,Sean Astin,2
50 First Dates,HAS_CAST,Rob Schneider,2
50 First Dates,HAS_CAST,Drew Barrymore,2
50 First Dates,HAS_CAST,Adam Sandler,2
50 First Dates,HAS_GENRE,Romance,2
50 First Dates,HAS_GENRE,Comedy,2
Waterloo,HAS_GENRE,History,2
Waterloo,HAS_GENRE,Thriller,0
Waterloo,HAS_GENRE,War,2
My Neighbors the Yamadas,HAS_GENRE,Family,2
My Neighbors the Yamadas,HAS_GENRE,Animation,2
Earth,HAS_CAST,Patrick Stewart,2
Earth,HAS_GENRE,Documentary,2
Ouija: Origin of Evil,HAS_WRITER,Mike Flanagan,2
Ouija: Origin of Evil,HAS_DIRECTOR,Mike Flanagan,2
Ouija: Origin of Evil,HAS_GENRE,Horror,2
Nobody Gets Out Alive,HAS_GENRE,misc,0
The Smell of Us,HAS_GENRE,Drama,2
The Rescuers Down Under,HAS_CAST,John Candy,2
The Rescuers Down Under,HAS_GENRE,Fantasy,2
The Rescuers Down Under,HAS_GENRE,Family,2
The Rescuers Down Under,HAS_GENRE,Adventure,2
The Rescuers Down Under,HAS_GENRE,Animation,2
Brave New World,HAS_GENRE,TV Movie,2
Brave New World,HAS_GENRE,Science Fiction,2
The Hateful Eight,HAS_DIRECTOR,Quentin Tarantino,2
The Hateful Eight,HAS_CAST,Kurt Russell,2
The Hateful Eight,HAS_GENRE,Western,2
The Hateful Eight,HAS_GENRE,Mystery,2
The Hateful Eight,HAS_GENRE,Drama,2
The Rugrats Movie,HAS_CAST,David Spade,2
The Rugrats Movie,HAS_CAST,Whoopi Goldberg,2
The Rugrats Movie,HAS_GENRE,Adventure,2
The Rugrats Movie,HAS_GENRE,Comedy,2
The Rugrats Movie,HAS_GENRE,Animation,2
The Rugrats Movie,HAS_GENRE,Family,2
EDtv,HAS_DIRECTOR,Ron Howard,2
EDtv,HAS_CAST,Woody Harrelson,2
EDtv,HAS_CAST,Matthew McConaughey,2
EDtv,HAS_GENRE,Comedy,2
The Spy Who Loved Me,HAS_GENRE,Thriller,2
The Spy Who Loved Me,HAS_GENRE,Action,2
The Spy Who Loved Me,HAS_GENRE,Adventure,2
Slutty Summer,HAS_GENRE,Romance,2
Slutty Summer,HAS_GENRE,Comedy,2
Switch,HAS_GENRE,Crime,0
Switch,HAS_GENRE,Thriller,0
Switch,HAS_GENRE,Adventure,0
Switch,HAS_GENRE,Action,0
Drumline,HAS_CAST,Nick Cannon,2
Drumline,HAS_GENRE,Music,2
Drumline,HAS_GENRE,Comedy,2
Drumline,HAS_GENRE,Romance,2
Drumline,HAS_GENRE,Drama,2
Awakenings,HAS_CAST,Robin Williams,2
Awakenings,HAS_CAST,Robert De Niro,2
Awakenings,HAS_GENRE,Drama,2
This Means War,HAS_CAST,Tom Hardy,2
This Means War,HAS_CAST,Chris Pine,2
This Means War,HAS_CAST,Reese Witherspoon,2
This Means War,HAS_GENRE,Romance,2
This Means War,HAS_GENRE,Comedy,2
This Means War,HAS_GENRE,Action,2
Regarding Henry,HAS_CAST,Harrison Ford,2
Regarding Henry,HAS_GENRE,Drama,2
Regarding Henry,HAS_GENRE,Romance,2
Girlfriend's Day,HAS_GENRE,Drama,2
Girlfriend's Day,HAS_GENRE,Comedy,2
28 Days Later,HAS_DIRECTOR,Danny Boyle,2
28 Days Later,HAS_GENRE,Science Fiction,2
28 Days Later,HAS_GENRE,Thriller,2
28 Days Later,HAS_GENRE,Horror,2
Basic,HAS_CAST,John Travolta,2
Basic,HAS_GENRE,Crime,2
Basic,HAS_GENRE,Thriller,2
Basic,HAS_GENRE,Mystery,2
Basic,HAS_GENRE,Drama,2
Basic,HAS_GENRE,Action,2
Notebook,HAS_GENRE,Family,0
Notebook,HAS_GENRE,Drama,2
Notebook,HAS_GENRE,Romance,2
Chronicle,HAS_GENRE,Thriller,2
Chronicle,HAS_GENRE,Drama,2
Chronicle,HAS_GENRE,Science Fiction,2
Varsity,HAS_GENRE,Comedy,0
Fright Night,HAS_CAST,Chris Sarandon,2
Fright Night,HAS_GENRE,Horror,2
Fright Night,HAS_GENRE,Comedy,2
Home Alone 4,HAS_GENRE,TV Movie,2
Home Alone 4,HAS_GENRE,Family,2
Home Alone 4,HAS_GENRE,Comedy,2
The Outsider,HAS_GENRE,Drama,2
Entourage,HAS_CAST,Jeremy Piven,2
Entourage,HAS_GENRE,Comedy,2
Julie & Julia,HAS_CAST,Stanley Tucci,2
Julie & Julia,HAS_CAST,Amy Adams,2
Julie & Julia,HAS_CAST,Meryl Streep,2
Julie & Julia,HAS_GENRE,Drama,2
Julie & Julia,HAS_GENRE,Romance,2
The Warrior,HAS_GENRE,Drama,0
The Warrior,HAS_GENRE,Adventure,2
The Dark,HAS_CAST,Sean Bean,0
The Dark,HAS_GENRE,Mystery,0
The Dark,HAS_GENRE,Thriller,0
The Dark,HAS_GENRE,Horror,0
Mortal Kombat: Rebirth,HAS_GENRE,Fantasy,2
Mortal Kombat: Rebirth,HAS_GENRE,Action,2
The Ugly Truth,HAS_CAST,Gerard Butler,2
The Ugly Truth,HAS_CAST,Katherine Heigl,2
The Ugly Truth,HAS_GENRE,Romance,2
The Ugly Truth,HAS_GENRE,Comedy,2
Mr. Wonderful,HAS_CAST,Matt Dillon,2
Mr. Wonderful,HAS_GENRE,Romance,2
Mr. Wonderful,HAS_GENRE,Comedy,2
The Hunters,HAS_GENRE,Mystery,0
The Hunters,HAS_GENRE,Crime,0
The Hunters,HAS_GENRE,Thriller,0
Batman: Under the Red Hood,HAS_CAST,Neil Patrick Harris,2
Batman: Under the Red Hood,HAS_GENRE,Mystery,2
Batman: Under the Red Hood,HAS_GENRE,Animation,2
Batman: Under the Red Hood,HAS_GENRE,Action,2
Batman: Under the Red Hood,HAS_GENRE,Crime,2
Batman: Under the Red Hood,HAS_GENRE,Science Fiction,2
Bastille Day,HAS_CAST,Richard Madden,2
Bastille Day,HAS_CAST,Idris Elba,2
Bastille Day,HAS_GENRE,Action,2
The Lion King 1½,HAS_CAST,Matthew Broderick,2
The Lion King 1½,HAS_CAST,Nathan Lane,2
The Lion King 1½,HAS_GENRE,Action,2
The Lion King 1½,HAS_GENRE,Comedy,2
The Lion King 1½,HAS_GENRE,Animation,2
The Lion King 1½,HAS_GENRE,Family,2
Against All Odds,HAS_CAST,Jeff Bridges,2
Against All Odds,HAS_GENRE,Thriller,2
Against All Odds,HAS_GENRE,Romance,2
Against All Odds,HAS_GENRE,Drama,2
Against All Odds,HAS_GENRE,Crime,2
Mowgli,HAS_GENRE,misc,0
What Lies Beneath,HAS_CAST,Harrison Ford,2
What Lies Beneath,HAS_GENRE,Thriller,2
What Lies Beneath,HAS_GENRE,Mystery,2
What Lies Beneath,HAS_GENRE,Horror,2
What Lies Beneath,HAS_GENRE,Drama,2
Mr. Wrong,HAS_CAST,Ellen DeGeneres,2
Mr. Wrong,HAS_GENRE,Romance,2
Mr. Wrong,HAS_GENRE,Comedy,2
Mad Max: Fury Road,HAS_CAST,Charlize Theron,2
Mad Max: Fury Road,HAS_CAST,Tom Hardy,2
Mad Max: Fury Road,HAS_GENRE,Science Fiction,2
Mad Max: Fury Road,HAS_GENRE,Adventure,2
Mad Max: Fury Road,HAS_GENRE,Action,2
Head of State,HAS_DIRECTOR,Chris Rock,2
Head of State,HAS_CAST,Bernie Mac,2
Head of State,HAS_CAST,Chris Rock,2
Head of State,HAS_GENRE,Comedy,2
Bright Angel,HAS_CAST,Sam Shepard,2
Bright Angel,HAS_GENRE,Thriller,2
Bright Angel,HAS_GENRE,Drama,2
Robin Hood: Men in Tights,HAS_DIRECTOR,Mel Brooks,2
Robin Hood: Men in Tights,HAS_CAST,Dave Chappelle,2
Robin Hood: Men in Tights,HAS_CAST,Cary Elwes,2
Robin Hood: Men in Tights,HAS_GENRE,Comedy,2
The Lobster,HAS_DIRECTOR,Yorgos Lanthimos,2
The Lobster,HAS_CAST,Rachel Weisz,2
The Lobster,HAS_CAST,Colin Farrell,2
The Lobster,HAS_GENRE,Romance,2
The Lobster,HAS_GENRE,Drama,2
The Lobster,HAS_GENRE,Comedy,2
The Heartbreak Kid,HAS_CAST,Michelle Monaghan,2
The Heartbreak Kid,HAS_CAST,Ben Stiller,2
The Heartbreak Kid,HAS_GENRE,Romance,2
The Heartbreak Kid,HAS_GENRE,Comedy,2
My Little Pony: Meet the Ponies,HAS_GENRE,misc,0
Louis and the Nazis,HAS_GENRE,TV Movie,2
Louis and the Nazis,HAS_GENRE,Documentary,2
Run Fatboy Run,HAS_CAST,Hank Azaria,2
Run Fatboy Run,HAS_CAST,Simon Pegg,2
Run Fatboy Run,HAS_GENRE,Romance,2
Run Fatboy Run,HAS_GENRE,Comedy,2
The Cove,HAS_GENRE,Documentary,2
Sherlock Holmes: A Game of Shadows,HAS_DIRECTOR,Guy Ritchie,2
Sherlock Holmes: A Game of Shadows,HAS_CAST,Rachel McAdams,2
Sherlock Holmes: A Game of Shadows,HAS_CAST,Jared Harris,2
Sherlock Holmes: A Game of Shadows,HAS_CAST,Jude Law,2
Sherlock Holmes: A Game of Shadows,HAS_CAST,Robert Downey Jr.,2
Sherlock Holmes: A Game of Shadows,HAS_GENRE,Mystery,2
Sherlock Holmes: A Game of Shadows,HAS_GENRE,Crime,2
Sherlock Holmes: A Game of Shadows,HAS_GENRE,Action,2
Sherlock Holmes: A Game of Shadows,HAS_GENRE,Adventure,2
The Third Man,HAS_CAST,Orson Welles,2
The Third Man,HAS_GENRE,Mystery,2
The Third Man,HAS_GENRE,Thriller,2
Fury,HAS_CAST,Brad Pitt,2
Fury,HAS_GENRE,Action,2
Fury,HAS_GENRE,Drama,2
Fury,HAS_GENRE,War,2
Fury,HAS_CAST,Jonah Hill,0
Fury,HAS_CAST,Gerard Butler,0
Fury,HAS_CAST,Jay Baruchel,0
Fury,HAS_GENRE,Family,0
Fury,HAS_GENRE,Adventure,0
Fury,HAS_GENRE,Comedy,0
Fury,HAS_GENRE,Animation,0
Bride and Prejudice,HAS_GENRE,Romance,2
Bride and Prejudice,HAS_GENRE,Comedy,2
Bride and Prejudice,HAS_GENRE,Drama,2
D3: The Mighty Ducks,HAS_CAST,Emilio Estevez,2
D3: The Mighty Ducks,HAS_GENRE,Drama,2
D3: The Mighty Ducks,HAS_GENRE,Family,2
D3: The Mighty Ducks,HAS_GENRE,Action,2
D3: The Mighty Ducks,HAS_GENRE,Comedy,2
Trolls,HAS_CAST,Christopher Mintz-Plasse,2
Trolls,HAS_CAST,Zooey Deschanel,2
Trolls,HAS_CAST,Justin Timberlake,2
Trolls,HAS_CAST,Anna Kendrick,2
Trolls,HAS_GENRE,Music,2
Trolls,HAS_GENRE,Comedy,2
Trolls,HAS_GENRE,Adventure,2
Trolls,HAS_GENRE,Fantasy,2
Trolls,HAS_GENRE,Animation,2
Trolls,HAS_GENRE,Family,2
Mulholland Drive,HAS_WRITER,David Lynch,2
Mulholland Drive,HAS_DIRECTOR,David Lynch,2
Mulholland Drive,HAS_CAST,Naomi Watts,2
Mulholland Drive,HAS_GENRE,Mystery,2
Mulholland Drive,HAS_GENRE,Drama,2
Mulholland Drive,HAS_GENRE,Thriller,2
Freaky Friday,HAS_CAST,Jamie Lee Curtis,2
Freaky Friday,HAS_CAST,Lindsay Lohan,2
Freaky Friday,HAS_CAST,Jodie Foster,0
Freaky Friday,HAS_GENRE,Family,2
Freaky Friday,HAS_GENRE,Comedy,2
Freaky Friday,HAS_GENRE,Fantasy,2
Alice Through the Looking Glass,HAS_CAST,Alan Rickman,2
Alice Through the Looking Glass,HAS_CAST,Johnny Depp,2
Alice Through the Looking Glass,HAS_CAST,Mia Wasikowska,2
Alice Through the Looking Glass,HAS_CAST,Anne Hathaway,2
Alice Through the Looking Glass,HAS_GENRE,Fantasy,2
Alice Through the Looking Glass,HAS_GENRE,Family,2
Alice Through the Looking Glass,HAS_GENRE,Adventure,2
The Last Godfather,HAS_GENRE,Romance,2
The Last Godfather,HAS_GENRE,Crime,2
The Last Godfather,HAS_GENRE,Comedy,2
300,HAS_DIRECTOR,Zack Snyder,2
300,HAS_CAST,Gerard Butler,2
300,HAS_GENRE,War,2
300,HAS_GENRE,Adventure,2
300,HAS_GENRE,Action,2
Jigsaw,HAS_GENRE,Thriller,2
Jigsaw,HAS_GENRE,Mystery,2
Jigsaw,HAS_GENRE,Horror,2
Reign of Fire,HAS_CAST,Gerard Butler,2
Reign of Fire,HAS_CAST,Matthew McConaughey,2
Reign of Fire,HAS_CAST,Christian Bale,2
Reign of Fire,HAS_GENRE,Fantasy,2
Reign of Fire,HAS_GENRE,Action,2
Reign of Fire,HAS_GENRE,Adventure,2
Christopher Robin,HAS_GENRE,Fantasy,2
Christopher Robin,HAS_GENRE,Family,2
Christopher Robin,HAS_GENRE,Comedy,2
Christopher Robin,HAS_GENRE,Adventure,2
Dead Calm,HAS_CAST,Billy Zane,2
Dead Calm,HAS_CAST,Sam Neill,2
Dead Calm,HAS_CAST,Nicole Kidman,2
Dead Calm,HAS_GENRE,Horror,2
Dead Calm,HAS_GENRE,Thriller,2
Star!,HAS_CAST,Julie Andrews,0
Star!,HAS_GENRE,Romance,0
Star!,HAS_GENRE,Music,0
Star!,HAS_GENRE,Drama,0
"Red Firecracker, Green Firecracker",HAS_GENRE,Drama,2
Tomorrow Never Dies,HAS_CAST,Michelle Yeoh,2
Tomorrow Never Dies,HAS_CAST,Pierce Brosnan,2
Tomorrow Never Dies,HAS_GENRE,Thriller,2
Tomorrow Never Dies,HAS_GENRE,Action,2
Tomorrow Never Dies,HAS_GENRE,Adventure,2
Village of the Damned,HAS_GENRE,Science Fiction,2
Village of the Damned,HAS_GENRE,Horror,2
Justice League: Doom,HAS_GENRE,Science Fiction,2
Justice League: Doom,HAS_GENRE,Animation,2
Justice League: Doom,HAS_GENRE,Action,2
The Last Exorcism Part II,HAS_GENRE,Thriller,2
The Last Exorcism Part II,HAS_GENRE,Horror,2
Josette,HAS_CAST,Don Ameche,2
Josette,HAS_GENRE,Music,2
Josette,HAS_GENRE,Crime,2
Josette,HAS_GENRE,Comedy,2
Can't Hardly Wait,HAS_CAST,Jennifer Love Hewitt,2
Can't Hardly Wait,HAS_GENRE,Romance,2
Can't Hardly Wait,HAS_GENRE,Comedy,2
On the Waterfront,HAS_CAST,Marlon Brando,2
On the Waterfront,HAS_GENRE,Romance,2
On the Waterfront,HAS_GENRE,Drama,2
On the Waterfront,HAS_GENRE,Crime,2
Inception,HAS_WRITER,Christopher Nolan,2
Inception,HAS_DIRECTOR,Christopher Nolan,2
Inception,HAS_CAST,Tom Hardy,2
Inception,HAS_CAST,Joseph Gordon-Levitt,2
Inception,HAS_CAST,Leonardo DiCaprio,2
Inception,HAS_GENRE,Adventure,2
Inception,HAS_GENRE,Science Fiction,2
Inception,HAS_GENRE,Action,2
Full Metal Jacket,HAS_DIRECTOR,Stanley Kubrick,2
Full Metal Jacket,HAS_GENRE,War,2
Full Metal Jacket,HAS_GENRE,Drama,2
Safe Haven,HAS_CAST,Josh Duhamel,2
Safe Haven,HAS_CAST,Julianne Hough,2
Safe Haven,HAS_GENRE,Thriller,2
Safe Haven,HAS_GENRE,Romance,2
Before I Go to Sleep,HAS_CAST,Anne-Marie Duff,2
Before I Go to Sleep,HAS_CAST,Colin Firth,2
Before I Go to Sleep,HAS_CAST,Nicole Kidman,2
Before I Go to Sleep,HAS_GENRE,Mystery,2
Before I Go to Sleep,HAS_GENRE,Thriller,2
Jumpin' Jack Flash,HAS_CAST,John Wood,2
Jumpin' Jack Flash,HAS_CAST,Whoopi Goldberg,2
Jumpin' Jack Flash,HAS_GENRE,Thriller,2
Jumpin' Jack Flash,HAS_GENRE,Comedy,2
Jumpin' Jack Flash,HAS_GENRE,Romance,2
9,HAS_GENRE,Animation,2
9,HAS_GENRE,Fantasy,0
9,HAS_GENRE,Comedy,0
9,HAS_GENRE,Adventure,2
9,HAS_GENRE,Action,2
Star Trek,HAS_WRITER,Alex Kurtzman,2
Star Trek,HAS_CAST,Chris Pine,2
Star Trek,HAS_GENRE,Adventure,2
Star Trek,HAS_GENRE,Action,2
Star Trek,HAS_GENRE,Science Fiction,2
Black Mask 2: City of Masks,HAS_CAST,Scott Adkins,2
Black Mask 2: City of Masks,HAS_GENRE,Science Fiction,2
Black Mask 2: City of Masks,HAS_GENRE,Drama,2
Black Mask 2: City of Masks,HAS_GENRE,Adventure,2
Black Mask 2: City of Masks,HAS_GENRE,Action,2
Henry Gamble's Birthday Party,HAS_GENRE,Drama,2
Night of the Living Dead 3D,HAS_GENRE,Horror,2
Ocean's 11,HAS_GENRE,Music,2
Ocean's 11,HAS_GENRE,Comedy,0
Ocean's 11,HAS_GENRE,Crime,2
List of accolades received by Inception,HAS_GENRE,misc,0
Dora the Explorer: Dora Saves the Snow Princess,HAS_GENRE,Animation,2
By the Sea,HAS_DIRECTOR,Angelina Jolie,2
By the Sea,HAS_CAST,Brad Pitt,2
By the Sea,HAS_CAST,Angelina Jolie,2
By the Sea,HAS_GENRE,Romance,2
By the Sea,HAS_GENRE,Drama,2
The Rise of the Krays,HAS_GENRE,Crime,2
Eclipse,HAS_GENRE,misc,0
Cleopatra,HAS_CAST,Elizabeth Taylor,2
Cleopatra,HAS_GENRE,Romance,2
Cleopatra,HAS_GENRE,History,2
Cleopatra,HAS_GENRE,Drama,2
Anything Goes,HAS_CAST,Bing Crosby,0
Anything Goes,HAS_GENRE,Music,2
Anything Goes,HAS_GENRE,Comedy,2
Lost in Space,HAS_CAST,Gary Oldman,2
Lost in Space,HAS_GENRE,Adventure,2
Lost in Space,HAS_GENRE,Science Fiction,2
We Are Marshall,HAS_CAST,Matthew McConaughey,2
We Are Marshall,HAS_GENRE,History,2
We Are Marshall,HAS_GENRE,Drama,2
The Brothers,HAS_CAST,Shemar Moore,2
The Brothers,HAS_CAST,Morris Chestnut,2
The Brothers,HAS_GENRE,Romance,2
The Brothers,HAS_GENRE,Drama,2
The Brothers,HAS_GENRE,Comedy,2
Mindwalk,HAS_GENRE,Drama,2
12 Rounds,HAS_CAST,John Cena,2
12 Rounds,HAS_GENRE,Crime,2
12 Rounds,HAS_GENRE,Thriller,2
12 Rounds,HAS_GENRE,Action,2
The Angriest Man in Brooklyn,HAS_CAST,Peter Dinklage,2
The Angriest Man in Brooklyn,HAS_CAST,Mila Kunis,2
The Angriest Man in Brooklyn,HAS_CAST,Robin Williams,2
The Angriest Man in Brooklyn,HAS_GENRE,Comedy,2
The Angriest Man in Brooklyn,HAS_GENRE,Drama,2
Ghost in the Shell: Arise,HAS_GENRE,Science Fiction,2
Ghost in the Shell: Arise,HAS_GENRE,Animation,2
Ghost in the Shell: Arise,HAS_GENRE,Action,2
Strange Circus,HAS_GENRE,Drama,2
Strange Circus,HAS_GENRE,Horror,2
Strange Circus,HAS_GENRE,Mystery,2
54,HAS_CAST,Mike Myers,2
54,HAS_CAST,Salma Hayek Pinault,2
54,HAS_GENRE,Music,2
54,HAS_GENRE,Drama,2
You Were Never Here,HAS_CAST,Joaquin Phoenix,2
You Were Never Here,HAS_GENRE,Thriller,2
You Were Never Here,HAS_GENRE,Drama,2
You Were Never Here,HAS_GENRE,Crime,2
Lady in the Water,HAS_DIRECTOR,M. Night Shyamalan,2
Lady in the Water,HAS_GENRE,Mystery,2
Lady in the Water,HAS_GENRE,Fantasy,2
Lady in the Water,HAS_GENRE,Drama,2
Tarzan,HAS_CAST,Minnie Driver,2
Tarzan,HAS_GENRE,Drama,2
Tarzan,HAS_GENRE,Animation,2
Tarzan,HAS_GENRE,Adventure,2
Tarzan,HAS_GENRE,Family,2
Mystic River,HAS_DIRECTOR,Clint Eastwood,2
Mystic River,HAS_CAST,Marcia Gay Harden,2
Mystic River,HAS_CAST,Laurence Fishburne,2
Mystic River,HAS_CAST,Kevin Bacon,2
Mystic River,HAS_CAST,Tim Robbins,2
Mystic River,HAS_CAST,Sean Penn,2
Mystic River,HAS_GENRE,Mystery,2
Mystic River,HAS_GENRE,Drama,2
Mystic River,HAS_GENRE,Crime,2
Mystic River,HAS_GENRE,Thriller,2
"Bell, Book and Candle",HAS_CAST,Jack Lemmon,2
"Bell, Book and Candle",HAS_CAST,Kim Novak,2
"Bell, Book and Candle",HAS_GENRE,Romance,2
"Bell, Book and Candle",HAS_GENRE,Fantasy,2
"Bell, Book and Candle",HAS_GENRE,Comedy,2
Daybreakers,HAS_CAST,Willem Dafoe,2
Daybreakers,HAS_CAST,Sam Neill,2
Daybreakers,HAS_CAST,Ethan Hawke,2
Daybreakers,HAS_GENRE,Science Fiction,2
Daybreakers,HAS_GENRE,Fantasy,2
Daybreakers,HAS_GENRE,Action,2
Mr. Smith Goes to Washington,HAS_GENRE,Drama,2
Mr. Smith Goes to Washington,HAS_GENRE,Comedy,2
Michael Jackson's This Is It,HAS_GENRE,Documentary,2
Hellboy,HAS_DIRECTOR,Guillermo del Toro,2
Hellboy,HAS_GENRE,Action,2
Hellboy,HAS_GENRE,Fantasy,2
Kicking and Screaming,HAS_GENRE,Romance,2
Kicking and Screaming,HAS_GENRE,Drama,2
Kicking and Screaming,HAS_GENRE,Comedy,2
Capturing Bad Bill,HAS_GENRE,misc,0
Big Fish,HAS_DIRECTOR,Tim Burton,2
Big Fish,HAS_GENRE,Drama,2
Big Fish,HAS_GENRE,Fantasy,2
Big Fish,HAS_GENRE,Adventure,2
Murder by Death,HAS_CAST,Peter Sellers,2
Murder by Death,HAS_GENRE,Thriller,2
Murder by Death,HAS_GENRE,Mystery,2
Murder by Death,HAS_GENRE,Crime,2
Murder by Death,HAS_GENRE,Comedy,2
Courageous,HAS_GENRE,Drama,2
The Hurricane,HAS_CAST,Denzel Washington,2
The Hurricane,HAS_GENRE,Drama,2
Giant,HAS_CAST,James Dean,2
Giant,HAS_CAST,Rock Hudson,2
Giant,HAS_CAST,Elizabeth Taylor,2
Giant,HAS_GENRE,Western,2
Giant,HAS_GENRE,Drama,2
I Am Number Four,HAS_CAST,Teresa Palmer,2
I Am Number Four,HAS_GENRE,Adventure,2
I Am Number Four,HAS_GENRE,Science Fiction,2
I Am Number Four,HAS_GENRE,Thriller,2
I Am Number Four,HAS_GENRE,Action,2
Beyond a Reasonable Doubt,HAS_CAST,Michael Douglas,2
Beyond a Reasonable Doubt,HAS_GENRE,Thriller,2
Talk to Me,HAS_CAST,Chiwetel Ejiofor,0
Talk to Me,HAS_CAST,Don Cheadle,0
Talk to Me,HAS_GENRE,Drama,0
Finding Your Feet,HAS_GENRE,Romance,2
Finding Your Feet,HAS_GENRE,Music,2
Finding Your Feet,HAS_GENRE,Family,2
Finding Your Feet,HAS_GENRE,Drama,2
Finding Your Feet,HAS_GENRE,Comedy,2
Fame,HAS_GENRE,Music,2
Fame,HAS_GENRE,Drama,2
The Sisterhood of the Traveling Pants,HAS_CAST,Blake Lively,2
The Sisterhood of the Traveling Pants,HAS_GENRE,Comedy,2
The Sisterhood of the Traveling Pants,HAS_GENRE,Drama,2
Ice Castles,HAS_GENRE,Romance,0
Ice Castles,HAS_GENRE,Drama,2
Felon,HAS_CAST,Val Kilmer,2
Felon,HAS_GENRE,Mystery,0
Felon,HAS_GENRE,Drama,2
Felon,HAS_GENRE,Crime,2
Felon,HAS_GENRE,Action,0
Tenacious D in The Pick of Destiny,HAS_WRITER,Jack Black,2
Tenacious D in The Pick of Destiny,HAS_CAST,Jack Black,2
Tenacious D in The Pick of Destiny,HAS_GENRE,Music,2
Tenacious D in The Pick of Destiny,HAS_GENRE,Comedy,2
Dolphin Tale,HAS_CAST,Harry Connick Jr.,2
Dolphin Tale,HAS_CAST,Ashley Judd,2
Dolphin Tale,HAS_CAST,Morgan Freeman,2
Dolphin Tale,HAS_GENRE,Family,2
Dolphin Tale,HAS_GENRE,Drama,2
Love Jones,HAS_GENRE,Romance,2
Love Jones,HAS_GENRE,Drama,2
Love Jones,HAS_GENRE,Comedy,2
The 33,HAS_CAST,Antonio Banderas,2
The 33,HAS_GENRE,History,2
The 33,HAS_GENRE,Drama,2
Manhattan,HAS_DIRECTOR,Woody Allen,2
Manhattan,HAS_CAST,Meryl Streep,2
Manhattan,HAS_CAST,Diane Keaton,2
Manhattan,HAS_CAST,Woody Allen,2
Manhattan,HAS_GENRE,Romance,2
Manhattan,HAS_GENRE,Drama,2
